Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Normalised intensity/AU,Start frame,Tracklength,Included in distribution?,
0,257.285,1.96555e+006,1.00929,0,216,True,
1,94.4721,5.35299e+006,0.78115,0,33,True,
2,221.133,2.28689e+006,0.861472,0,36,True,
3,298.085,1.69652e+006,1.12997,0,133,True,
20,26.2672,1.92524e+007,0.147304,16,2,False,
22,532.542,949611,0.234037,20,3,False,
26,378.158,1.33729e+006,0.0722186,27,2,False,
27,34.388,1.47059e+007,0.0766328,27,2,False,
28,41.9019,1.20689e+007,0.138881,28,2,False,
33,197.402,2.56181e+006,0.230596,31,18,True,
37,28.6058,1.76785e+007,1.56251,41,2,False,
40,85.4178,5.9204e+006,0.318296,36,2,False,
41,172.891,2.92501e+006,0.887118,38,41,True,
45,121.339,4.16772e+006,1.34884,34,7,True,
48,88.9101,5.68786e+006,1.58666,47,2,False,
55,100.331,5.04041e+006,1.22923,52,24,True,
63,92.2282,5.48322e+006,0.111734,59,2,False,
71,169.887,2.97673e+006,0.2684,73,23,True,
73,77.6433,6.51322e+006,0.115774,74,2,False,
74,67.5111,7.49073e+006,1.01135,75,13,True,
75,50.1384,1.00862e+007,0.237759,76,3,False,
83,22.3893,2.2587e+007,0.0840363,82,2,False,
84,173.262,2.91875e+006,1.03327,82,92,True,
86,86.0717,5.87543e+006,0.0798903,84,2,False,
95,85.0755,5.94422e+006,1.21779,92,8,True,
97,28458.7,17769.9,1.2156,103,2,False,
100,232.805,2.17223e+006,1.45608,101,2,False,
101,190.28,2.6577e+006,0.499694,106,7,True,
106,375.664,1.34617e+006,0.155131,118,2,False,
108,4081.51,123902,0.208895,127,2,False,
113,58.126,8.70019e+006,0.12426,125,2,False,
120,467.172,1.08249e+006,0.157804,122,5,False,
121,28458.7,17769.9,0.224798,136,3,False,
122,249.868,2.0239e+006,0.181378,134,2,False,
123,910.794,555239,0.157264,140,2,False,
125,1136.51,444965,0.1873,145,2,False,
126,254.661,1.9858e+006,0.226322,148,12,True,
127,1948.96,259476,0.301441,161,2,False,
129,181.867,2.78064e+006,0.291943,166,3,False,
130,151.79,3.33163e+006,0.187173,168,2,False,
131,108.901,4.64375e+006,0.128324,169,3,False,
132,28458.7,17769.9,0.393811,170,2,False,
133,131.094,3.85758e+006,0.125767,172,2,False,
134,481.367,1.05057e+006,0.308244,173,3,False,
135,194.725,2.59703e+006,0.303307,174,6,True,
136,1031.58,490227,0.415424,209,2,False,
137,60.2068,8.39951e+006,0.375773,178,10,True,
140,383.438,1.31888e+006,0.220235,183,3,False,
141,183.144,2.76126e+006,0.586746,187,16,True,
144,45.5589,1.11001e+007,1.02296,189,4,False,
147,83.2001,6.07821e+006,1.18882,194,9,True,
150,33.0381,1.53068e+007,0.104396,199,2,False,
154,87.2318,5.79729e+006,0.298562,203,24,True,
155,620.086,815544,0.57231,204,6,False,
157,3154.87,160294,0.682553,205,4,False,
158,3106.08,162812,0.689952,201,4,False,
159,347.18,1.45661e+006,0.940814,178,23,True,
160,1694.56,298431,0.112517,215,2,False,
161,385.373,1.31225e+006,0.598659,215,23,True,
162,1138.01,444378,0.107721,217,2,False,
163,154.66,3.2698e+006,0.875636,218,18,True,
164,369.484,1.36869e+006,0.309205,221,11,True,
166,238.799,2.11772e+006,0.284668,231,3,False,
167,220.522,2.29323e+006,0.639841,233,2,False,
168,213.415,2.3696e+006,0.77511,235,9,True,
169,57.9478,8.72696e+006,0.228665,235,2,False,
170,663.559,762114,0.618021,238,3,False,
171,709.874,712391,0.360921,242,4,False,
172,54.2241,9.32625e+006,0.342086,243,3,False,
173,123.673,4.08908e+006,0.180925,245,4,False,
174,187.085,2.70309e+006,0.614412,247,19,True,
176,28458.7,17769.9,0.46577,250,2,False,
177,28458.7,17769.9,0.145066,522,2,False,
178,249.359,2.02803e+006,0.286748,252,5,False,
179,28458.7,17769.9,0.203465,253,2,False,
180,136.604,3.70201e+006,0.537336,261,6,True,
183,1584.54,319150,0.169083,267,2,False,
185,209.172,2.41767e+006,0.810116,269,42,True,
189,35.0116,1.4444e+007,0.313681,276,2,False,
191,1330.78,380010,0.174894,278,3,False,
194,137.978,3.66515e+006,0.0807214,280,2,False,
195,91.8681,5.50471e+006,0.12131,282,2,False,
196,103.551,4.88365e+006,0.88646,282,13,True,
200,194.455,2.60064e+006,0.241241,288,7,True,
206,40.203,1.25788e+007,0.0720124,306,3,False,
207,165.672,3.05246e+006,1.00338,306,443,True,
208,48.5247,1.04217e+007,0.427962,310,3,False,
210,28458.7,17769.9,0.426584,313,2,False,
211,67.4955,7.49247e+006,1.00056,314,13,True,
215,276.724,1.82748e+006,0.482947,321,10,True,
216,160.442,3.15198e+006,0.382767,324,70,True,
218,25.8046,1.95976e+007,0.44867,330,3,False,
219,242.323,2.08692e+006,0.77144,333,8,True,
220,225.545,2.24216e+006,0.299935,334,8,True,
223,234.628,2.15536e+006,0.379801,343,13,True,
224,172.294,2.93514e+006,1.28473,353,3,False,
225,97.5067,5.18639e+006,1.46816,344,9,True,
226,99.9962,5.05727e+006,0.932704,357,8,True,
227,232.322,2.17675e+006,0.51637,357,20,True,
229,5221.76,96846.3,0.378246,378,3,False,
230,246.998,2.04742e+006,0.897723,381,87,True,
231,181.182,2.79115e+006,0.26288,386,9,True,
232,204.644,2.47115e+006,0.159679,395,5,False,
233,148.659,3.40179e+006,0.258321,396,15,True,
234,122.172,4.13932e+006,0.119001,397,2,False,
239,54.2205,9.32687e+006,0.149212,406,3,False,
240,157.611,3.20858e+006,0.360639,408,46,True,
243,139.376,3.62836e+006,0.123689,415,2,False,
244,249.526,2.02667e+006,0.225366,434,3,False,
245,5487.29,92159.9,0.372539,440,3,False,
246,622.324,812612,0.409268,442,2,False,
247,133.264,3.79477e+006,0.337759,443,2,False,
248,28458.7,17769.9,0.121317,438,2,False,
249,84.1124,6.01229e+006,0.158424,448,2,False,
250,59.9178,8.44002e+006,0.227591,448,3,False,
251,247.419,2.04393e+006,0.211867,451,3,False,
252,83.5528,6.05255e+006,0.268996,451,4,False,
254,424.709,1.19072e+006,0.124082,455,3,False,
255,185.429,2.72723e+006,0.0950822,459,3,False,
258,329.389,1.53529e+006,0.212347,471,2,False,
259,39.8249,1.26983e+007,0.0926246,466,2,False,
260,242.897,2.08198e+006,0.911148,469,280,True,
262,205.155,2.465e+006,0.379338,465,6,True,
263,93.4338,5.41247e+006,0.335549,487,9,True,
266,143.19,3.53172e+006,0.25458,502,12,True,
269,125.529,4.0286e+006,0.133775,513,4,False,
270,908.517,556630,0.187718,527,3,False,
271,198.267,2.55064e+006,0.0961289,524,2,False,
272,241.276,2.09597e+006,1.07583,250,272,True,
273,623.901,810558,0.0946078,527,2,False,
277,207.303,2.43946e+006,1.50701,530,219,True,
278,135.358,3.73606e+006,0.266932,525,2,False,
279,136.386,3.70792e+006,0.225926,520,5,True,
281,59.3261,8.5242e+006,0.316716,533,9,True,
283,156.063,3.2404e+006,0.107311,536,2,False,
288,73.8977,6.84335e+006,0.179545,548,2,False,
290,72.2325,7.00111e+006,0.084473,549,2,False,
292,76.6647,6.59636e+006,0.269759,553,5,True,
298,78.4983,6.44227e+006,0.0606479,563,2,False,
299,164.127,3.0812e+006,0.262702,565,4,False,
302,1231.96,410490,0.080234,576,2,False,
305,541.204,934412,0.0954399,583,2,False,
306,127.717,3.95959e+006,0.138243,586,6,True,
