Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Normalised intensity/AU,Start frame,Tracklength,Included in distribution?,
0,81.096,6.25201e+006,0.45022,0,2,False,
1,734.197,690568,1.32113,0,2,False,
2,157.98,3.20935e+006,0.946508,0,15,True,
3,121.445,4.17484e+006,0.727021,0,33,True,
4,20.9712,2.41767e+007,0.118851,0,2,False,
5,143.609,3.53051e+006,1.31916,0,56,True,
9,147.232,3.44363e+006,0.373213,2,31,True,
11,61.5562,8.23658e+006,1.25713,3,4,False,
15,101.302,5.00497e+006,0.352779,6,7,True,
16,116.676,4.34549e+006,0.222676,13,8,True,
17,1864.72,271898,0.233397,19,2,False,
18,1203.63,421237,0.254601,22,3,False,
20,40.5663,1.24984e+007,0.122317,29,2,False,
23,79.3551,6.38916e+006,0.114586,35,2,False,
24,61.5439,8.23822e+006,1.30626,35,2,False,
28,172.564,2.93811e+006,1.35957,38,20,True,
31,16.7065,3.03483e+007,0.117619,42,2,False,
35,177.611,2.85463e+006,0.310337,45,9,True,
37,289.906,1.74889e+006,0.289214,46,5,False,
39,209.628,2.41863e+006,2.15276,47,2,False,
40,164.458,3.08294e+006,0.555681,47,2,False,
41,227.729,2.22639e+006,0.0875154,47,3,False,
44,867.202,584654,0.360338,49,2,False,
47,25.7594,1.96827e+007,1.21911,50,2,False,
56,185.729,2.72985e+006,0.889134,56,21,True,
57,120.733,4.19947e+006,0.29593,57,11,True,
58,489.804,1.03513e+006,0.295919,57,2,False,
59,176.492,2.87272e+006,1.45284,60,72,True,
60,102.313,4.95549e+006,0.37226,65,11,True,
61,257.893,1.96598e+006,0.355004,70,8,True,
63,222.977,2.27383e+006,0.278908,78,2,False,
65,59.1743,8.56812e+006,0.267536,85,9,True,
67,153.296,3.30741e+006,0.327388,96,9,True,
68,951.383,532922,0.126035,97,2,False,
73,696.276,728178,0.132997,103,2,False,
74,175.668,2.8862e+006,0.462944,105,8,True,
76,457.315,1.10867e+006,0.416597,107,3,False,
77,38.2353,1.32603e+007,0.232065,107,3,False,
80,98.8264,5.13034e+006,0.949525,112,3,False,
90,88.8848,5.70415e+006,0.440233,114,15,True,
91,488.981,1.03688e+006,1.52424,110,2,False,
92,3543.59,143079,0.145654,121,3,False,
93,145.812,3.47716e+006,0.338293,124,11,True,
94,105.146,4.82197e+006,0.642897,125,10,True,
96,282.7,1.79346e+006,1.18856,134,8,False,
99,12.5947,4.0256e+007,0.322109,138,2,False,
100,63.1642,8.0269e+006,1.85718,138,25,True,
101,185.046,2.73993e+006,0.450462,139,14,True,
108,96.7519,5.24034e+006,0.332463,142,2,False,
112,22.484,2.255e+007,0.488956,147,2,False,
116,296.483,1.71009e+006,0.258649,149,2,False,
122,132.222,3.83455e+006,0.328538,153,17,True,
123,12.8985,3.93078e+007,0.128253,154,2,False,
125,19.3128,2.62527e+007,0.324502,156,2,False,
128,14.5974,3.4733e+007,0.0952129,159,2,False,
133,589.867,859538,0.512987,162,5,False,
135,70.9766,7.14338e+006,1.14697,163,2,False,
136,1154.67,439099,1.26725,163,3,False,
138,128.539,3.94443e+006,0.139451,163,3,False,
140,270.085,1.87723e+006,0.257371,165,4,False,
141,120.658,4.20206e+006,0.291119,165,2,False,
142,86.9576,5.83057e+006,1.45833,166,25,True,
145,120.807,4.19688e+006,0.253789,167,2,False,
146,138.574,3.65878e+006,0.216724,169,7,True,
147,683.065,742261,0.171042,170,3,False,
148,403.259,1.25729e+006,0.0984301,172,2,False,
153,28535,17768.1,0.15749,180,2,False,
156,23.5597,2.15203e+007,0.980594,176,3,False,
159,119.494,4.243e+006,0.246547,178,7,True,
160,518.882,977125,0.207407,179,4,False,
161,128.731,3.93856e+006,0.675836,178,41,True,
162,22.9979,2.2046e+007,0.824086,180,6,True,
164,104.075,4.8716e+006,0.149615,182,3,False,
166,160.095,3.16694e+006,0.777103,175,5,True,
167,155.435,3.26189e+006,0.154646,183,5,True,
168,263.219,1.9262e+006,0.486252,183,5,False,
170,129.655,3.91049e+006,0.774675,184,15,True,
174,95.9137,5.28614e+006,0.725841,187,2,False,
177,208.556,2.43106e+006,0.615254,189,23,True,
179,842.872,601530,0.635169,195,2,False,
183,4088.3,124015,0.30965,196,3,False,
