Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Normalised intensity/AU,Start frame,Tracklength,Included in distribution?,
3,185.492,2.68429e+006,1.22226,0,38,True,
4,114.916,4.33286e+006,0.728915,0,18,True,
6,106.411,4.67915e+006,0.952357,0,10,True,
8,280.659,1.77409e+006,1.44759,0,155,True,
9,2659.34,187232,0.612044,3,4,False,
10,185.892,2.67852e+006,0.16671,0,2,False,
11,100.648,4.94707e+006,0.953621,0,4,False,
12,1155.47,430921,0.453775,9,3,False,
13,158.046,3.15044e+006,0.972737,0,5,True,
14,11707.6,42529.3,0.544772,0,2,False,
15,118.299,4.20896e+006,0.388372,0,8,True,
16,115.398,4.31475e+006,0.890696,0,5,True,
18,2264.87,219842,0.547326,29,2,False,
19,68.7216,7.24539e+006,1.1412,0,3,False,
20,297.625,1.67296e+006,0.37387,0,3,False,
21,3403.43,146298,0.173473,8,2,False,
22,13775.4,36145.2,0.226813,0,2,False,
24,188.681,2.63893e+006,1.48019,0,37,True,
25,77.7398,6.40489e+006,0.190659,0,2,False,
27,768.575,647842,0.910039,106,2,False,
29,53.513,9.30456e+006,0.435989,0,3,False,
30,3278.87,151856,1.12249,0,2,False,
31,508.993,978234,0.802458,0,12,False,
32,2017.03,246855,0.24571,4,4,False,
33,58.547,8.50453e+006,0.554923,0,30,True,
35,495.886,1.00409e+006,1.89835,74,24,True,
36,28022.3,17768.6,0.798002,0,3,False,
39,1318.9,377524,0.229055,0,2,False,
40,302.001,1.64872e+006,0.235302,0,6,False,
41,1113.94,446985,0.320181,0,2,False,
42,177.48,2.80547e+006,0.226419,0,6,True,
44,149.287,3.33528e+006,0.662912,0,83,True,
45,91.3807,5.4488e+006,0.774173,0,63,True,
46,28022.3,17768.6,0.696107,0,2,False,
47,361.316,1.37806e+006,0.506545,9,3,False,
49,88.642,5.61714e+006,0.749329,0,21,True,
50,5829.51,85412.7,0.252549,0,4,False,
51,190.307,2.61638e+006,1.36628,0,60,True,
52,520.466,956670,0.930534,0,3,False,
53,199.872,2.49117e+006,1.10375,0,2,False,
56,154.124,3.23062e+006,0.133605,1,2,False,
57,229.957,2.16526e+006,0.403146,1,2,False,
59,28022.3,17768.6,0.890964,1,2,False,
60,1152.95,431861,0.274774,3,2,False,
61,71.6891,6.94548e+006,0.174984,2,3,False,
64,55.8299,8.91843e+006,0.668324,2,2,False,
68,47.8643,1.04026e+007,0.416845,2,4,False,
74,2108.56,236140,0.672949,2,2,False,
75,211.023,2.35953e+006,0.717049,2,21,True,
76,140.505,3.54375e+006,0.654665,2,6,True,
80,142.307,3.49887e+006,1.07785,3,10,True,
82,28022.3,17768.6,0.119414,6,2,False,
83,130.787,3.80707e+006,1.07507,3,9,True,
86,1458.25,341447,0.984182,4,3,False,
89,149.04,3.34081e+006,0.3501,4,2,False,
90,115.623,4.30635e+006,1.3422,4,26,True,
91,63.7661,7.80845e+006,1.08417,4,5,True,
94,122.354,4.06945e+006,0.464228,4,5,True,
95,954.794,521489,0.304531,4,2,False,
96,28022.3,17768.6,0.329882,4,2,False,
101,1496.58,332702,0.710336,4,2,False,
102,67.4048,7.38694e+006,0.603318,5,14,True,
103,391.048,1.27328e+006,0.261242,5,4,False,
106,199.173,2.49992e+006,0.726549,5,4,False,
107,170.863,2.91411e+006,0.938825,5,8,True,
109,28022.3,17768.6,1.30642,5,2,False,
114,247.604,2.01093e+006,0.235839,5,8,True,
115,115.93,4.29497e+006,0.256373,5,3,False,
121,31.1944,1.59617e+007,0.153651,6,2,False,
122,45.607,1.09175e+007,0.171892,6,2,False,
125,145.748,3.41627e+006,0.667453,6,24,True,
128,251.291,1.98143e+006,0.297812,7,4,False,
129,1966.11,253249,0.878228,25,2,False,
130,113.952,4.36951e+006,0.894612,7,54,True,
132,87.4438,5.69411e+006,0.427908,7,20,True,
133,369.731,1.34669e+006,1.306,7,3,False,
139,113.667,4.38047e+006,1.40624,7,83,True,
140,132.406,3.76051e+006,1.07968,7,10,True,
141,335.11,1.48582e+006,0.540747,0,3,False,
142,54.7614,9.09245e+006,0.437693,8,6,True,
143,267.118,1.86403e+006,1.15638,8,2,False,
145,187.579,2.65443e+006,0.416404,8,7,True,
150,211.468,2.35456e+006,0.387328,8,2,False,
153,127.804,3.89592e+006,3.76714,8,4,False,
154,197.328,2.52329e+006,0.504906,0,4,False,
155,264.686,1.88115e+006,0.213863,3,3,False,
156,53.3779,9.32811e+006,0.577667,9,3,False,
157,906.397,549334,0.249579,9,2,False,
159,356.349,1.39727e+006,0.496251,9,3,False,
164,210.194,2.36883e+006,0.521104,9,7,True,
166,28022.3,17768.6,1.28331,29,2,False,
168,197.181,2.52516e+006,0.165718,10,4,False,
170,91.8488,5.42103e+006,0.885149,10,9,True,
173,110.067,4.52375e+006,0.606406,10,5,True,
176,408.202,1.21978e+006,0.155198,10,3,False,
180,213.234,2.33506e+006,0.260542,10,8,True,
181,1874.26,265659,0.198495,10,2,False,
182,105.25,4.73076e+006,0.549364,0,8,True,
183,54.9833,9.05575e+006,0.536933,11,2,False,
186,76.3536,6.52117e+006,0.703385,11,10,True,
187,77.4595,6.42807e+006,0.187412,12,3,False,
193,366.385,1.35899e+006,0.391235,12,9,False,
194,46.7501,1.06506e+007,0.423427,12,7,True,
195,125.873,3.95569e+006,1.22763,12,10,True,
196,71.5444,6.95952e+006,0.275077,12,6,True,
198,68.4802,7.27093e+006,0.399155,0,9,True,
199,204.959,2.42934e+006,0.666979,0,9,True,
201,321.447,1.54898e+006,0.629667,13,2,False,
202,1304.51,381687,0.205318,13,3,False,
204,109.416,4.55067e+006,1.38243,13,48,True,
205,63.4172,7.85142e+006,0.461092,13,3,False,
206,187.015,2.66243e+006,0.271454,13,3,False,
212,1175.03,423747,0.205431,14,3,False,
