Particle ID,Size/nm,Diffusion coefficient/nm^2 s^-1,Normalised intensity/AU,Start frame,Tracklength,Included in distribution?,
1,221.319,2.24392e+006,0.38283,0,2,False,
2,16026.4,30987.8,0.339761,0,2,False,
4,183.832,2.7015e+006,0.360511,0,2,False,
5,198.81,2.49798e+006,0.82724,0,2,False,
6,55.4552,8.95538e+006,1.07969,0,14,True,
7,77.9923,6.36758e+006,1.14811,8,2,False,
8,136.772,3.63102e+006,0.748257,0,10,True,
9,838.342,592386,1.44991,7,3,False,
10,79.4207,6.25305e+006,0.878753,0,11,True,
11,191.787,2.58945e+006,0.236431,0,10,True,
13,269.658,1.84167e+006,1.07869,0,2,False,
14,59.0827,8.40554e+006,0.420123,0,2,False,
16,423.548,1.17253e+006,0.932315,0,2,False,
17,133.103,3.7311e+006,0.794129,0,7,True,
19,385.374,1.28868e+006,0.863768,0,5,False,
20,352.132,1.41033e+006,0.357871,0,2,False,
21,106.902,4.64559e+006,0.639626,0,11,True,
22,80.1136,6.19898e+006,0.650042,0,11,True,
23,2848.81,174326,1.43296,0,2,False,
25,526.791,942731,0.181245,0,2,False,
26,95.6889,5.18997e+006,1.52687,0,9,True,
28,128.814,3.85534e+006,0.447443,0,10,True,
29,242.741,2.04589e+006,0.698573,0,8,True,
30,912.278,544376,1.40976,5,2,False,
31,59.8726,8.29465e+006,1.33743,0,5,True,
32,13033.1,38104.6,0.580257,0,2,False,
35,81.3648,6.10365e+006,0.317257,0,9,True,
36,215.322,2.30641e+006,1.3746,0,7,True,
37,950.647,522404,0.431474,0,3,False,
39,4036.84,123023,1.45532,0,3,False,
42,267.547,1.8562e+006,0.667243,0,5,False,
44,91.778,5.41112e+006,0.509968,0,8,True,
45,57.2622,8.67277e+006,0.613268,0,11,True,
46,216.146,2.29762e+006,0.31013,0,8,True,
47,69.663,7.12892e+006,0.634035,0,11,True,
48,673.314,737578,0.147197,0,2,False,
49,581.269,854375,1.11955,0,2,False,
50,1541.96,322073,3.2067,0,3,False,
51,5431.74,91429.7,1.61389,501,2,False,
52,48.1756,1.03086e+007,0.926732,1,14,True,
53,4447.34,111667,0.364577,1,2,False,
54,86.7955,5.72175e+006,0.34793,1,10,True,
57,98.9949,5.01664e+006,0.376259,1,9,True,
58,619.598,801523,0.28684,1,3,False,
59,27.5727,1.80114e+007,0.34906,1,2,False,
64,72.7223,6.82902e+006,0.685602,1,2,False,
65,82.564,6.01499e+006,0.473229,2,2,False,
66,249.009,1.9944e+006,0.87941,2,6,False,
67,167.781,2.95995e+006,0.165541,2,2,False,
70,27943.2,17772.5,0.253775,2,2,False,
71,293.189,1.69386e+006,1.77976,5,2,False,
72,53.8137,9.22855e+006,0.628969,2,10,True,
73,174.792,2.84122e+006,0.207327,2,3,False,
74,134.128,3.70259e+006,1.44321,2,9,True,
80,580.272,855843,0.482624,2,2,False,
81,546.24,909165,0.435165,2,2,False,
82,62.2054,7.98358e+006,0.121941,2,2,False,
86,151.701,3.2737e+006,0.272882,3,6,True,
87,69.6822,7.12696e+006,0.594892,3,7,True,
90,479.566,1.03557e+006,0.25694,3,2,False,
94,67.5152,7.3557e+006,0.64072,3,6,True,
95,76.8235,6.46445e+006,0.499793,3,8,True,
96,114.6,4.33352e+006,0.823779,3,8,True,
97,2296.47,216254,0.258501,3,2,False,
98,154.129,3.22212e+006,0.22338,3,2,False,
99,161.478,3.07548e+006,0.133895,3,2,False,
100,436.079,1.13884e+006,0.350534,3,2,False,
101,89.0979,5.57389e+006,0.408924,3,6,True,
102,1071.71,463392,1.48665,3,2,False,
104,130.001,3.82015e+006,0.610119,3,5,True,
105,106.328,4.67065e+006,0.613434,3,3,False,
106,27943.2,17772.5,3.44178,4,2,False,
108,146.214,3.39655e+006,0.221296,4,2,False,
110,100.156,4.95847e+006,0.212305,4,2,False,
113,65.8654,7.53996e+006,0.636966,4,5,True,
115,69.5485,7.14066e+006,0.353597,4,2,False,
116,72.0915,6.88878e+006,0.288521,5,4,False,
119,71.5706,6.93891e+006,0.576461,5,3,False,
122,100.245,4.95406e+006,0.271194,5,2,False,
124,132.679,3.74303e+006,0.541411,5,2,False,
